,words
98210,makes
98211,board
98212,close
98213,door
98214,cassian
98215,andor
98216,get
98217,us
98218,punch
98219,kso
98220,controls
98221,starting
98222,hyperdrive
98223,kso
98224,kaytuesso
98225,optimistic
98226,odds
98227,cassian
98228,andor
98229,let
98230,k
98231,come
98232,punch
98233,kso
98234,kaytuesso
98235,completed
98236,calculations
98237,cassian
98238,andor
98239,make
98240,cassian
98241,grabs
98242,hyperdrive
98243,lever
98244,pulls
98245,sharply
98246,uwing
98247,shifts
98248,hyperspace
98249,zips
98250,away
98251,jedha
98252,seconds
98253,rubble
98254,shockwave
98255,destroys
98256,mountain
98257,int
98258,death
98259,star
98260,death
98261,star
98262,officers
98263,talk
98264,quietly
98265,amongst
98266,krennic
98267,walks
98268,tarkin
98269,intentionally
98270,shoving
98271,shoulder
98272,grand
98273,moff
98274,wilhuff
98275,tarkin
98276,believe
98277,owe
98278,apology
98279,director
98280,krennic
98281,work
98282,exceeds
98283,expectations
98284,director
98285,orson
98286,krennic
98287,tell
98288,emperor
98289,much
98290,grand
98291,moff
98292,wilhuff
98293,tarkin
98294,tell
98295,patience
98296,misadventures
98297,rewarded
98298,weapon
98299,bring
98300,swift
98301,end
98302,rebellion
98303,director
98304,orson
98305,krennic
98306,inkling
98307,destructive
98308,potential
98309,grand
98310,moff
98311,wilhuff
98312,tarkin
98313,tell
98314,taking
98315,control
98316,weapon
98317,first
98318,spoke
98319,years
98320,ago
98321,effective
98322,immediately
98323,krennics
98324,face
98325,turns
98326,grimace
98327,starts
98328,yelling
98329,tarkin
98330,director
98331,orson
98332,krennic
98333,stand
98334,amid
98335,achievement
98336,grand
98337,moff
98338,wilhuff
98339,tarkin
98340,afraid
98341,recent
98342,security
98343,breaches
98344,laid
98345,bare
98346,inadequacies
98347,military
98348,director
98349,director
98350,orson
98351,krennic
98352,breaches
98353,filled
98354,jedha
98355,silenced
98356,grand
98357,moff
98358,wilhuff
98359,tarkin
98360,think
98361,pilot
98362,acted
98363,alone
98364,dispatched
98365,installation
98366,eadu
98367,galen
98368,erso
98369,facility
98370,director
98371,orson
98372,krennic
98373,see
98374,krennic
98375,walks
98376,angrily
98377,flanked
98378,death
98379,troopers
98380,tarkin
98381,turns
98382,away
98383,pulls
98384,smile
98385,int
98386,massassii
98387,rebel
98388,base
98389,rebel
98390,base
98391,yavin
98392,rebel
98393,communication
98394,experts
98395,sit
98396,control
98397,panel
98398,one
98399,receives
98400,message
98401,turns
98402,general
98403,draven
98404,rebel
98405,coded
98406,message
98407,captain
98408,andor
98409,sir
98410,weapon
98411,confirmed
98412,jedha
98413,destroyed
98414,mission
98415,target
98416,located
98417,eadu
98418,please
98419,advise
98420,general
98421,davits
98422,draven
98423,destroyed
98424,proceed
98425,tell
98426,orders
98427,still
98428,stand
98429,tell
98430,proceed
98431,haste
98432,keep
98433,plan
98434,idea
98435,building
98436,empire
98437,kill
98438,galen
98439,erso
98440,chance
98441,int
98442,uwing
98443,hyperspace
98444,uwing
98445,group
98446,sits
98447,solemnly
98448,uwing
98449,chirrut
98450,îmwe
98451,baze
98452,tell
98453,whole
98454,city
98455,tell
98456,bodhi
98457,rook
98458,cassian
98459,andor
98460,understood
98461,set
98462,course
98463,eadu
98464,kso
98465,kaytuesso
98466,setting
98467,course
98468,eadu
98469,jyn
98470,erso
98471,father
98472,cassian
98473,andor
98474,think
98475,bodhi
98476,rook
98477,galen
98478,daughter
98479,jyn
98480,erso
98481,know
98482,bodhi
98483,rook
98484,bodhi
98485,pilot
98486,jyn
98487,erso
98488,brought
98489,message
98490,bodhi
98491,rook
98492,yes
98493,father
98494,said
98495,could
98496,get
98497,right
98498,said
98499,could
98500,make
98501,right
98502,brave
98503,enough
98504,listened
98505,heart
98506,something
98507,guess
98508,late
98509,jyn
98510,erso
98511,late
98512,bodhi
98513,rook
98514,seems
98515,pretty
98516,late
98517,jyn
98518,erso
98519,beat
98520,people
98521,father
98522,message
98523,seen
98524,itthey
98525,call
98526,death
98527,star
98528,idea
98529,way
98530,defeat
98531,wrong
98532,father
98533,cassian
98534,andor
98535,build
98536,jyn
98537,erso
98538,knew
98539,without
98540,father
98541,made
98542,choice
98543,sacrificed
98544,rebellion
98545,rigged
98546,trap
98547,inside
98548,sent
98549,bring
98550,message
98551,cassian
98552,andor
98553,message
98554,jyn
98555,erso
98556,hologram
98557,cassian
98558,andor
98559,message
98560,right
98561,jyn
98562,erso
98563,everything
98564,happened
98565,fast
98566,cassian
98567,andor
98568,see
98569,jyn
98570,erso
98571,believe
98572,cassian
98573,andor
98574,one
98575,got
98576,convince
98577,chirrut
98578,îmwe
98579,believe
98580,cassian
98581,andor
98582,good
98583,know
98584,baze
98585,malbus
98586,kind
98587,trap
98588,said
98589,father
98590,made
98591,trap
98592,jyn
98593,erso
98594,reactor
98595,placed
98596,weakness
98597,hiding
98598,years
98599,said
98600,blow
98601,reactor
98602,module
98603,whole
98604,system
98605,goes
98606,need
98607,send
98608,word
98609,alliance
98610,cassian
98611,andor
98612,done
98613,jyn
98614,erso
98615,know
98616,way
98617,destroy
98618,thing
98619,go
98620,scarif
98621,get
98622,plans
98623,cassian
98624,andor
98625,risk
98626,sending
98627,heart
98628,imperial
98629,territory
98630,jyn
98631,erso
98632,find
98633,bring
98634,back
98635,tell
98636,int
98637,death
98638,star
98639,death
98640,star
98641,krennic
98642,stands
98643,next
98644,pterro
98645,visibly
98646,nervous
98647,captain
98648,dunstig
98649,pterro
98650,course
98651,set
98652,eadu
98653,sir
98654,eadu
98655,imperial
98656,research
98657,facility
98658,uwing
98659,flies
98660,carefully
98661,rainy
98662,dark
98663,canyons
98664,eadu
98665,cassian
98666,kso
98667,pilot
98668,ship
98669,dodging
98670,constantly
98671,avoid
98672,crashing
98673,chirrut
98674,îmwe
98675,one
98676,force
98677,force
98678,kso
98679,kaytuesso
98680,degrees
98681,right
98682,degrees
98683,bodhi
98684,rook
98685,lower
98686,lower
98687,kso
98688,kaytuesso
98689,sure
98690,way
98691,bodhi
98692,rook
98693,landing
98694,trackers
98695,patrol
98696,squadrons
98697,got
98698,stay
98699,canyon
98700,keep
98701,low
98702,cassian
98703,andor
98704,watch
98705,right
98706,uwing
98707,manoeuvres
98708,carefully
98709,canyons
98710,barely
98711,avoiding
98712,collision
98713,cliff
98714,kso
98715,kaytuesso
98716,chance
98717,failure
98718,cassian
98719,andor
98720,much
98721,farther
98722,bodhi
98723,rook
98724,know
98725,sure
98726,never
98727,really
98728,come
98729,way
98730,close
98731,close
98732,know
98733,kso
98734,kaytuesso
98735,well
98736,chance
98737,failure
98738,bodhi
98739,rook
98740,want
98741,know
98742,thank
98743,kso
98744,kaytuesso
98745,understand
98746,bodhi
98747,rook
98748,put
98749,kso
98750,kaytuesso
98751,wind
98752,bodhi
98753,rook
98754,keep
98755,going
98756,right
98757,shuttle
98758,depot
98759,watch
98760,uwing
98761,hits
98762,engine
98763,rock
98764,ship
98765,begins
98766,fall
98767,kso
98768,kaytuesso
98769,hey
98770,cassian
98771,andor
98772,hold
98773,tight
98774,coming
98775,hard
98776,uwing
98777,lands
98778,roughly
98779,dark
98780,canyon
98781,ridge
98782,separates
98783,bright
98784,lights
98785,imperial
98786,facility
98787,int
98788,massassii
98789,rebel
98790,base
98791,yavin
98792,draven
98793,rebel
98794,try
98795,contact
98796,cassian
98797,theres
98798,signal
98799,draven
98800,slaps
98801,hand
98802,table
98803,impatiently
98804,general
98805,davits
98806,draven
98807,try
98808,rebel
98809,sir
98810,signal
98811,gone
98812,dead
98813,general
98814,davits
98815,draven
98816,squadron
98817,target
98818,eadu
98819,eadu
98820,eadu
98821,group
98822,trying
98823,fix
98824,uwing
98825,get
98826,back
98827,air
98828,nothing
98829,seems
98830,work
98831,bodhi
98832,rook
98833,check
98834,stabilizers
98835,cassian
98836,andor
98837,bodhi
98838,lab
98839,bodhi
98840,rook
98841,research
98842,facility
98843,cassian
98844,andor
98845,yeah
98846,bodhi
98847,rook
98848,ridge
98849,cassian
98850,andor
98851,shuttle
98852,depot
98853,straight
98854,ahead
98855,us
98856,sure
98857,bodhi
98858,rook
98859,yes
98860,hope
98861,still
98862,imperial
98863,ship
98864,left
98865,steal
98866,cassian
98867,andor
98868,hopefully
98869,storm
98870,keeps
98871,keeps
98872,us
98873,hidden
98874,bodhi
98875,coming
98876,go
98877,ridge
98878,check
98879,jyn
98880,erso
98881,coming
98882,cassian
98883,andor
98884,father
98885,message
98886,risk
98887,messenger
98888,jyn
98889,erso
98890,ridiculous
98891,got
98892,message
98893,everyone
98894,knows
98895,kso
98896,kaytuesso
98897,one
98898,blast
98899,reactor
98900,module
98901,whole
98902,system
98903,goes
98904,said
98905,whole
98906,system
98907,goes
98908,cassian
98909,andor
98910,get
98911,work
98912,fixing
98913,comms
98914,want
98915,right
98916,get
98917,handle
98918,againstso
98919,going
98920,go
98921,small
98922,carefully
98923,rise
98924,see
98925,let
98926,get
98927,cassian
98928,pulls
98929,hood
98930,disappears
98931,rain
98932,chirrut
98933,îmwe
98934,look
98935,like
98936,killer
98937,baze
98938,malbus
98939,face
98940,friend
98941,jyn
98942,erso
98943,talking
98944,chirrut
98945,îmwe
98946,captain
98947,andor
98948,jyn
98949,erso
98950,ask
98951,mean
98952,look
98953,like
98954,killer
98955,chirrut
98956,îmwe
98957,force
98958,moves
98959,darkly
98960,near
98961,creature
98962,kill
98963,kso
98964,kaytuesso
98965,weapon
98966,sniper
98967,configuration
98968,jyn
98969,goes
98970,pale
98971,dashes
98972,rain
98973,ext
98974,rocky
98975,ridge
98976,rocky
98977,ridge
98978,bodhi
98979,rook
98980,got
98981,go
98982,see
98983,much
98984,way
98985,cassian
98986,andor
98987,right
98988,behind
98989,come
98990,two
98991,go
98992,ridge
98993,overlooking
98994,imperial
98995,facility
98996,cassian
98997,looks
98998,good
98999,spot
99000,int
99001,uwing
99002,crashed
99003,uwing
99004,chirrut
99005,climb
99006,craft
99007,baze
99008,stops
99009,baze
99010,malbus
99011,going
99012,chirrut
99013,îmwe
99014,going
99015,follow
99016,jyn
99017,path
99018,clear
99019,baze
99020,malbus
99021,alone
99022,good
99023,luck
99024,chirrut
99025,îmwe
99026,need
99027,luck
99028,kso
99029,kaytuesso
99030,cassian
99031,comes
99032,back
99033,leaving
99034,without
99035,ext
99036,imperial
99037,research
99038,facility
99039,ridge
99040,overlook
99041,ridge
99042,overlooking
99043,imperial
99044,research
99045,facility
99046,cassian
99047,bodhi
99048,finally
99049,settle
99050,ridge
99051,look
99052,facility
99053,binoculars
99054,cassian
99055,andor
99056,see
99057,erso
99058,switches
99059,baze
99060,chirrut
99061,climbing
99062,rocks
99063,somewhere
99064,area
99065,baze
99066,malbus
99067,come
99068,far
99069,chirrut
99070,îmwe
99071,patience
99072,friend
99073,bodhi
99074,spots
99075,bodhi
99076,rook
99077,galen
99078,dark
99079,suit
99080,shuttle
99081,zooms
99082,overhead
99083,showering
99084,water
99085,two
99086,duck
99087,avoid
99088,caught
99089,headlights
99090,cassian
99091,andor
99092,get
99093,back
99094,find
99095,us
99096,ride
99097,bodhi
99098,rook
99099,cassian
99100,andor
99101,heard
99102,bodhi
99103,rook
99104,said
99105,came
99106,look
99107,cassian
99108,andor
99109,looking
99110,go
99111,hurry
99112,ext
99113,imperial
99114,research
99115,facility
99116,landing
99117,platform
99118,landing
99119,platform
99120,front
99121,research
99122,facility
99123,krennic
99124,shuttle
99125,lands
99126,walks
99127,flanked
99128,deathtroopers
99129,heading
99130,towards
99131,group
99132,stormtroopers
99133,engineers
99134,director
99135,orson
99136,krennic
99137,excellent
99138,news
99139,galen
99140,battle
99141,station
99142,complete
99143,must
99144,proud
99145,galen
99146,erso
99147,proud
99148,krennic
99149,director
99150,orson
99151,krennic
99152,gather
99153,engineers
99154,announcement
99155,switches
99156,shot
99157,jyn
99158,running
99159,across
99160,ridge
99161,giant
99162,staircase
99163,goes
99164,facility
99165,back
99166,top
99167,group
99168,engineers
99169,steps
99170,forward
99171,nervously
99172,director
99173,orson
99174,krennic
99175,galen
99176,erso
99177,yes
99178,director
99179,orson
99180,krennic
99181,gentlemen
99182,one
99183,betrayed
99184,empire
99185,one
99186,conspired
99187,pilot
99188,send
99189,messages
99190,rebellion
99191,urge
99192,traitor
99193,step
99194,forward
99195,engineers
99196,whisper
99197,murmur
99198,amongst
99199,krennic
99200,waits
99201,seeing
99202,one
99203,replies
99204,gestures
99205,troopers
99206,director
99207,orson
99208,krennic
99209,well
99210,consider
99211,group
99212,effort
99213,ready
99214,deathtroopers
99215,raise
99216,blasters
99217,engineer
99218,engineer
99219,please
99220,director
99221,orson
99222,krennic
99223,aim
99224,troopers
99225,stand
99226,rifles
99227,aimed
99228,engineer
99229,director
99230,orson
99231,krennic
99232,fire
99233,shooting
99234,begins
99235,galen
99236,jumps
99237,front
99238,engineers
99239,stop
99240,cassian
99241,watches
99242,scope
99243,aiming
99244,galens
99245,head
99246,doesnt
99247,shoot
99248,galen
99249,erso
99250,stop
99251,stop
99252,krennic
99253,stop
99254,nothing
99255,spare
99256,krennic
99257,pauses
99258,looking
99259,turns
99260,troopers
99261,director
99262,orson
99263,krennic
99264,fire
99265,engineers
99266,scream
99267,fall
99268,fire
99269,krennic
99270,slaps
99271,galen
99272,across
99273,face
99274,falls
99275,ground
99276,director
99277,orson
99278,krennic
99279,know
99280,weapon
99281,complete
99282,galen
99283,erso
99284,let
99285,share
99286,details
99287,jyn
99288,climbs
99289,onto
99290,platform
99291,using
99292,ladder
99293,throws
